scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status
2026-09-02,1301.TW,台塑,66.8,周1K,買,72,B可追蹤,5.91,>MA5,多頭,53402.4,tracking
2026-09-02,1303.TW,南亞,237.5,周1K,買,73,B可追蹤,9.17,>MA5,多頭,127640.3,tracking
2026-09-02,1310.TW,台苯,8.97,廣義上升三法、周1K,買,80,A強勢追蹤,3.83,>MA5,多頭,2711.3,tracking
2026-09-02,1312.TW,國喬,15.25,巧妙點、上升趨勢線跌破,買,69,B可追蹤,8.47,>MA5,多頭,37596.7,tracking
2026-09-02,1314.TW,中石化,8.26,廣義上升三法、Buy01,買,69,B可追蹤,2.47,>MA5,多頭,27691.2,tracking
2026-09-02,1326.TW,台化,74.3,廣義上升三法、布林縮窄突破、漲幅達標、周1K,買,100,A強勢追蹤,11.18,>MA5,多頭,119283.9,tracking
2026-09-02,1409.TW,新纖,25.65,3K反轉、單跳空、下降趨勢線突破,買,89,A強勢追蹤,3.59,>MA5,多頭,65478.4,tracking
2026-09-02,1434.TW,福懋,18.35,3K反轉、廣義上升三法、Buy01、下降趨勢線突破,買,96,A強勢追蹤,1.88,>MA5,多頭,3332.8,tracking
2026-09-02,1440.TW,南紡,14.2,廣義上升三法、Buy01、KD高腳,買,100,A強勢追蹤,3.65,>MA5,多頭,7126.8,tracking
2026-09-02,1519.TW,華城,761.0,3K反轉、KD高腳,買,88,A強勢追蹤,2.57,>MA5,多頭,3405.9,tracking
2026-09-02,1563.TW,巧新,66.0,廣義上升三法,買,73,B可追蹤,5.74,>MA5,多頭,3214.6,tracking
2026-09-02,1617.TW,榮星,19.6,3K反轉、廣義上升三法、Buy01、漲停、漲幅達標、單跳空、下降趨勢線突破、周1K,買,100,A強勢追蹤,4.47,>MA5,糾結,2128.2,tracking
2026-09-02,1709.TW,和益,36.4,漲幅達標,買,64,C觀察,9.4,>MA5,多頭,31426.4,tracking
2026-09-02,1710.TW,東聯,16.35,廣義上升三法、KD高腳、周1K,買,100,A強勢追蹤,4.08,>MA5,多頭,3907.2,tracking
2026-09-02,1712.TW,興農,41.05,廣義上升三法、周1K,買,73,B可追蹤,1.82,>MA5,多頭,2027.8,tracking
