scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status
2026-08-21,1102.TW,亞泥,34.95,廣義上升三法、周1K,買,79,A強勢追蹤,2.22,>MA5,多頭,16315.4,tracking
2026-08-21,1229.TW,聯華,42.4,廣義上升三法、周1K,買,68,B可追蹤,1.17,>MA5,多頭,2700.8,tracking
2026-08-21,1301.TW,台塑,59.4,3K反轉、KD高腳,買,67,B可追蹤,-1.06,>MA5,多頭,20175.5,tracking
2026-08-21,1305.TW,華夏,12.25,廣義上升三法、KD高腳,買,81,A強勢追蹤,0.6,>MA5,多頭,2941.4,tracking
2026-08-21,1308.TW,亞聚,14.15,3K反轉、廣義上升三法、Buy01、KD高腳、周1K,買,100,A強勢追蹤,1.48,>MA5,糾結,3118.1,tracking
2026-08-21,1313.TW,聯成,11.95,3K反轉、KD高腳,買,76,A強勢追蹤,0.66,>MA5,糾結,3389.1,tracking
2026-08-21,1314.TW,中石化,8.23,3K反轉、廣義上升三法、布林縮窄突破、周1K,買,100,A強勢追蹤,1.47,>MA5,多頭,46341.0,tracking
2026-08-21,1316.TW,上曜,11.2,廣義上升三法、布林縮窄突破、周1K,買,100,A強勢追蹤,4.32,>MA5,多頭,10936.2,tracking
2026-08-21,1402.TW,遠東新,30.35,廣義上升三法、布林縮窄突破、周1K,買,100,A強勢追蹤,4.62,>MA5,多頭,40269.2,tracking
2026-08-21,1440.TW,南紡,14.0,Buy01、KD高腳、下降趨勢線突破,買,75,A強勢追蹤,2.63,>MA5,糾結,2464.7,tracking
2026-08-21,1447.TW,力鵬,7.18,KD高腳,買,56,C觀察,0.1,>MA5,糾結,2004.6,tracking
2026-08-21,1455.TW,集盛,10.1,3K反轉,買,71,B可追蹤,2.86,>MA5,多頭,2140.9,tracking
2026-08-21,1708.TW,東鹼,51.4,廣義上升三法、周1K,買,73,B可追蹤,0.95,>MA5,多頭,9425.9,tracking
2026-08-21,1709.TW,和益,33.3,廣義上升三法、KD高腳、漲停、漲幅達標、周1K,買,100,A強勢追蹤,7.39,>MA5,多頭,15250.2,tracking
2026-08-21,1710.TW,東聯,15.85,Buy01、周1K,買,58,C觀察,1.72,>MA5,多頭,7672.7,tracking
2026-08-21,1712.TW,興農,39.55,廣義上升三法,買,58,C觀察,0.57,>MA5,多頭,1512.4,tracking
2026-08-21,1714.TW,和桐,17.0,巧妙點、上升趨勢線跌破,買,61,C觀察,3.94,>MA5,多頭,12774.8,tracking
2026-08-21,1722.TW,台肥,46.55,廣義上升三法,買,62,C觀察,0.63,>MA5,多頭,3090.6,tracking
2026-08-21,1723.TW,中碳,88.3,廣義上升三法、Buy01、下降趨勢線突破、周1K,買,91,A強勢追蹤,1.62,>MA5,多頭,1543.1,tracking
2026-08-21,1727.TW,中華化,90.2,廣義上升三法,買,73,B可追蹤,7.99,>MA5,多頭,5663.4,tracking
2026-08-21,1795.TW,美時,196.5,廣義上升三法,買,65,B可追蹤,3.15,>MA5,多頭,1715.6,tracking
