scan_date,代碼,股票名稱,entry_price,訊號類型,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,K值,D值,週K值,週D值,MACD柱,趨勢突破,量能倍數,status,source_file,days_tracked,return_3d%,return_5d%,return_10d%,max_gain_5d%,max_drawdown_5d%,max_gain_10d%,max_drawdown_10d%,is_success_5d,return_1d%,return_20d%,max_gain_20d%,max_drawdown_20d%,訊號方向,成交量(張),is_profitable_5d,is_clean_win_5d
2026-08-03,2356.TW,英業達,63.9,MACD翻正、趨勢突破,66.0,B可追蹤,-0.69,>MA5,空頭,57.4,46.7,34.6,39.4,0.0552,趨勢突破,1.02,done,signal_tracking_20260806.csv,10.0,2.5,3.29,4.38,5.63,-1.56,15.02,-1.56,1.0,3.29,,15.02,-1.56,,,1.0,1.0
2026-08-03,2362.TW,藍天,44.75,黃金交叉、週即將黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,0.3,>MA5,糾結,55.1,54.1,32.7,35.6,0.1258,趨勢突破,1.65,done,signal_tracking_20260806.csv,10.0,14.19,4.58,8.38,15.75,-2.46,15.75,-2.46,1.0,-0.11,,15.75,-2.46,,,1.0,1.0
2026-08-03,2383.TW,台光電,4980.0,跳空、趨勢突破,55.0,C觀察,-0.85,>MA5,空頭,53.0,43.3,42.1,49.3,-13.7954,趨勢突破,1.56,done,signal_tracking_20260806.csv,10.0,6.53,6.22,27.51,10.64,-2.11,29.42,-2.11,1.0,3.21,,29.42,-2.11,,,1.0,1.0
2026-08-03,2388.TW,威盛,75.9,漲幅達標、黃金交叉、週黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,1.84,>MA5,空頭,60.3,54.3,38.8,36.7,0.0216,趨勢突破,1.21,done,signal_tracking_20260806.csv,10.0,4.61,6.32,4.48,11.59,-1.98,11.59,-1.98,1.0,5.8,,11.59,-1.98,,,1.0,1.0
2026-08-03,2395.TW,研華,576.0,即將黃金交叉、週即將黃金交叉,62.0,C觀察,2.36,>MA5,糾結,50.6,53.4,71.7,71.8,-1.1611,-,-,done,signal_tracking_20260806.csv,10.0,7.99,15.8,17.01,20.66,-2.08,23.09,-2.08,1.0,0.0,,23.09,-2.08,,,1.0,1.0
2026-08-03,2425.TW,承啟,48.3,MACD翻正,79.0,A強勢追蹤,4.18,>MA5,多頭,68.7,60.4,84.4,77.9,0.146,-,-,done,signal_tracking_20260806.csv,10.0,-0.31,2.59,-21.22,9.52,-3.73,9.52,-21.22,1.0,3.93,,9.52,-21.22,,,1.0,1.0
2026-08-03,2454.TW,聯發科,3910.0,漲幅達標、跳空、MACD翻正、趨勢突破,74.0,B可追蹤,0.55,>MA5,空頭,53.6,42.2,41.3,46.1,7.0932,趨勢突破,0.75,done,signal_tracking_20260806.csv,10.0,0.26,1.28,3.58,5.5,-2.81,12.53,-2.81,0.0,-1.15,,12.53,-2.81,,,1.0,0.0
2026-08-03,2603.TW,長榮,207.5,黃金交叉、週黃金交叉,100.0,A強勢追蹤,1.6,>MA5,糾結,65.0,60.0,40.3,36.7,1.0533,-,-,done,signal_tracking_20260806.csv,10.0,-1.69,3.13,11.57,3.61,-2.65,11.81,-2.65,0.0,-0.72,,11.81,-2.65,,,1.0,0.0
2026-08-03,2606.TW,裕民,63.0,黃金交叉、週即將黃金交叉、MACD翻正,87.0,A強勢追蹤,0.34,>MA5,空頭,45.3,43.6,30.4,31.7,0.0428,-,-,done,signal_tracking_20260806.csv,10.0,2.22,6.03,8.41,7.14,-0.79,9.05,-0.79,1.0,0.63,,9.05,-0.79,,,1.0,1.0
2026-08-03,2615.TW,萬海,86.1,即將黃金交叉,63.0,C觀察,2.0,>MA5,糾結,61.2,61.3,72.5,66.6,0.3081,-,-,done,signal_tracking_20260806.csv,10.0,-2.09,1.63,15.68,2.67,-2.67,15.68,-2.67,0.0,-0.0,,15.68,-2.67,,,1.0,0.0
2026-08-03,2618.TW,長榮航,43.7,週黃金交叉,80.0,A強勢追蹤,0.97,>MA5,多頭,72.5,59.7,72.2,71.9,0.0953,-,-,done,signal_tracking_20260806.csv,10.0,-1.03,-2.4,-4.35,2.06,-5.03,2.06,-10.3,0.0,0.23,,2.06,-10.3,,,0.0,0.0
2026-08-03,2637.TW,慧洋-KY,83.0,黃金交叉、週黃金交叉、趨勢突破,100.0,A強勢追蹤,1.43,>MA5,空頭,43.4,41.4,61.2,59.1,-0.3405,趨勢突破,1.18,done,signal_tracking_20260806.csv,10.0,3.01,6.14,4.82,6.87,-2.17,6.99,-2.17,1.0,1.08,,6.99,-2.17,,,1.0,1.0
2026-08-03,2885.TW,元大金,68.0,MACD翻正,57.0,C觀察,1.0,>MA5,糾結,67.8,52.4,67.1,72.5,0.1337,-,-,done,signal_tracking_20260806.csv,10.0,-1.32,0.29,0.44,4.12,-1.32,4.12,-1.32,0.0,1.47,,4.12,-1.32,,,1.0,0.0
2026-08-03,3006.TW,晶豪科,198.0,漲幅達標、跳空、黃金交叉、趨勢突破,67.0,B可追蹤,-2.79,>MA5,空頭,36.3,29.9,29.7,35.7,-2.6508,趨勢突破,0.81,done,signal_tracking_20260806.csv,10.0,30.3,39.14,37.88,42.17,4.8,44.19,4.8,1.0,9.85,,44.19,4.8,,,1.0,1.0
2026-08-03,3017.TW,奇鋐,2550.0,漲幅達標、跳空、黃金交叉、週黃金交叉、MACD翻正、趨勢突破,100.0,A強勢追蹤,0.84,>MA5,糾結,63.6,53.1,44.3,37.0,21.325,趨勢突破,1.24,done,signal_tracking_20260806.csv,10.0,15.29,8.43,23.53,16.27,0.39,30.2,0.39,1.0,1.96,,30.2,0.39,,,1.0,1.0
2026-08-03,3033.TW,威健,46.7,黃金交叉、趨勢突破,57.0,C觀察,-2.38,>MA5,空頭,28.1,22.6,32.3,45.0,-0.6875,趨勢突破,0.76,done,signal_tracking_20260806.csv,10.0,2.46,5.67,0.0,6.75,-1.5,13.06,-1.5,1.0,3.21,,13.06,-1.5,,,1.0,1.0
2026-08-03,3036.TW,文曄,204.5,黃金交叉、週即將黃金交叉、趨勢突破,81.0,A強勢追蹤,-1.04,>MA5,空頭,53.7,44.3,21.0,21.6,1.4849,趨勢突破,1.11,done,signal_tracking_20260806.csv,10.0,14.18,11.98,-0.24,15.16,-2.44,15.16,-2.44,1.0,3.91,,15.16,-2.44,,,1.0,1.0
2026-08-03,3229.TW,晟鈦,47.45,漲幅達標、跳空、週黃金交叉、趨勢突破,100.0,A強勢追蹤,7.56,>MA5,多頭,61.2,46.8,46.5,42.3,0.7041,趨勢突破,3.8,done,signal_tracking_20260806.csv,10.0,-3.06,7.27,14.23,7.27,-10.33,18.02,-10.33,0.0,0.63,,18.02,-10.33,,,1.0,0.0
2026-08-03,3231.TW,緯創,186.0,趨勢突破,90.0,A強勢追蹤,4.87,>MA5,多頭,77.2,71.3,62.5,47.9,2.8216,趨勢突破,1.44,done,signal_tracking_20260806.csv,10.0,1.88,3.76,0.54,8.87,-2.96,10.75,-2.96,1.0,4.84,,10.75,-2.96,,,1.0,1.0
2026-08-03,3324.TWO,雙鴻,944.0,跳空、黃金交叉、週黃金交叉、趨勢突破,100.0,A強勢追蹤,-0.84,>MA5,空頭,49.3,44.1,28.2,25.6,5.2278,趨勢突破,1.39,done,signal_tracking_20260806.csv,10.0,12.29,6.99,6.46,14.41,-0.53,14.41,-0.53,1.0,0.0,,14.41,-0.53,,,1.0,1.0
2026-08-03,3362.TWO,先進光,180.0,MACD翻正、趨勢突破,100.0,A強勢追蹤,3.79,>MA5,糾結,64.4,52.3,55.8,61.8,0.892,趨勢突破,0.92,done,signal_tracking_20260806.csv,10.0,-2.22,-1.11,-0.83,9.17,-4.72,9.17,-5.28,0.0,-0.28,,9.17,-5.28,,,0.0,0.0
2026-08-03,3441.TWO,聯一光,92.4,漲幅達標、週黃金交叉,69.0,B可追蹤,10.43,>MA5,多頭,80.2,67.5,71.1,68.6,2.2053,-,-,done,signal_tracking_20260806.csv,10.0,-4.33,-13.96,-5.41,3.68,-14.5,3.68,-15.69,0.0,-3.03,,3.68,-15.69,,,0.0,0.0
2026-08-03,3443.TW,創意,4185.0,漲幅達標、跳空、黃金交叉、週黃金交叉、趨勢突破,78.0,A強勢追蹤,-0.95,>MA5,空頭,48.6,40.4,34.0,33.9,-8.9001,趨勢突破,0.66,done,signal_tracking_20260806.csv,10.0,7.05,8.24,39.78,15.05,-2.39,43.13,-2.39,1.0,-0.96,,43.13,-2.39,,,1.0,1.0
2026-08-03,3504.TW,揚明光,75.3,漲幅達標、趨勢突破,84.0,A強勢追蹤,3.02,>MA5,糾結,59.7,42.4,31.2,37.6,0.8786,趨勢突破,1.13,done,signal_tracking_20260806.csv,10.0,2.39,-1.86,4.91,7.44,-2.79,7.44,-3.05,0.0,3.85,,7.44,-3.05,,,0.0,0.0
2026-08-03,3533.TW,嘉澤,2005.0,漲幅達標、跳空、黃金交叉、週黃金交叉、MACD翻正,67.0,B可追蹤,-0.57,>MA5,空頭,42.9,37.7,26.7,19.7,6.4646,-,-,done,signal_tracking_20260806.csv,10.0,-1.75,-2.24,-15.21,2.24,-5.24,2.24,-16.96,0.0,0.25,,2.24,-16.96,,,0.0,0.0
2026-08-03,3653.TW,健策,3770.0,漲幅達標、跳空、黃金交叉、趨勢突破,100.0,A強勢追蹤,4.09,>MA5,糾結,57.7,50.7,42.7,34.5,39.4474,趨勢突破,1.3,done,signal_tracking_20260806.csv,10.0,18.04,9.68,41.64,22.02,-1.59,41.64,-1.59,1.0,9.95,,41.64,-1.59,,,1.0,1.0
2026-08-03,3702.TW,大聯大,116.0,黃金交叉,70.0,B可追蹤,1.26,>MA5,糾結,49.7,45.5,51.4,45.0,-0.1961,-,-,done,signal_tracking_20260806.csv,10.0,8.19,12.07,-4.31,12.5,-2.16,12.5,-5.6,1.0,1.29,,12.5,-5.6,,,1.0,1.0
2026-08-03,4123.TWO,晟德,38.5,黃金交叉、週黃金交叉、趨勢突破,83.0,A強勢追蹤,-0.58,>MA5,空頭,60.8,59.1,38.2,35.5,-0.0039,趨勢突破,1.51,done,signal_tracking_20260806.csv,10.0,-4.13,-2.53,-17.27,-2.28,-4.63,-2.28,-17.79,0.0,-3.64,,-2.28,-17.79,,,0.0,0.0
2026-08-03,4908.TWO,前鼎,141.0,跳空、黃金交叉、週即將黃金交叉、MACD翻正、趨勢突破,88.0,A強勢追蹤,-4.22,>MA5,空頭,40.4,33.2,15.2,17.4,0.9667,趨勢突破,0.82,done,signal_tracking_20260806.csv,10.0,11.35,9.93,15.96,22.7,0.0,22.7,0.0,1.0,6.74,,22.7,0.0,,,1.0,1.0
2026-08-03,4931.TWO,新盛力,191.0,漲幅達標、黃金交叉、趨勢突破,55.0,C觀察,-7.07,>MA5,空頭,29.9,24.6,29.4,42.5,-3.7479,趨勢突破,0.97,done,signal_tracking_20260806.csv,10.0,14.4,24.61,41.1,24.61,-0.52,42.15,-0.52,1.0,2.62,,42.15,-0.52,,,1.0,1.0
2026-08-03,4967.TW,十銓,240.0,週黃金交叉,59.0,C觀察,0.15,>MA5,糾結,79.2,65.1,30.3,28.1,3.4267,-,-,done,signal_tracking_20260806.csv,10.0,16.67,16.87,9.79,20.21,3.33,20.21,3.33,1.0,6.88,,20.21,3.33,,,1.0,1.0
2026-08-03,4973.TWO,廣穎,139.0,漲幅達標、黃金交叉、趨勢突破,65.0,B可追蹤,-3.98,>MA5,空頭,34.2,25.6,31.2,46.9,-1.534,趨勢突破,1.28,done,signal_tracking_20260806.csv,10.0,16.91,16.55,10.43,18.71,-2.52,21.22,-2.52,1.0,3.6,,21.22,-2.52,,,1.0,1.0
2026-08-03,5009.TWO,榮剛,32.65,黃金交叉、趨勢突破,57.0,C觀察,-1.79,>MA5,空頭,30.3,25.7,24.8,30.5,-0.13,趨勢突破,0.4,done,signal_tracking_20260806.csv,10.0,-0.46,2.45,0.92,2.91,-0.92,3.83,-0.92,0.0,1.38,,3.83,-0.92,,,1.0,0.0
2026-08-03,5388.TW,中磊,87.4,即將黃金交叉、週黃金交叉,57.0,C觀察,0.85,>MA5,糾結,35.7,37.2,49.2,46.5,-0.291,-,-,done,signal_tracking_20260806.csv,10.0,5.03,7.09,-9.27,8.7,-1.26,8.7,-9.73,1.0,2.06,,8.7,-9.73,,,1.0,1.0
2026-08-03,5521.TW,工信,10.15,黃金交叉、週黃金交叉、趨勢突破,100.0,A強勢追蹤,-1.32,>MA5,空頭,36.1,28.9,22.8,22.1,-0.0259,趨勢突破,1.21,done,signal_tracking_20260806.csv,10.0,-0.0,1.97,7.88,2.46,-1.48,8.87,-1.48,0.0,0.99,,8.87,-1.48,,,1.0,0.0
2026-08-03,6005.TW,群益證,34.55,MACD翻正、趨勢突破,70.0,B可追蹤,-2.53,>MA5,空頭,52.1,46.0,28.0,39.9,0.0402,趨勢突破,0.75,done,signal_tracking_20260806.csv,10.0,-11.58,-13.5,-11.58,-8.13,-14.78,-8.13,-14.78,0.0,-10.81,,-8.13,-14.78,,,0.0,0.0
2026-08-03,6176.TW,瑞儀,86.2,黃金交叉、週黃金交叉、MACD翻正,88.0,A強勢追蹤,-1.44,>MA5,空頭,43.3,41.3,21.1,18.4,0.0124,-,-,tracking,signal_tracking_20260806.csv,9.0,30.39,27.3,,35.5,26.99,35.5,25.29,1.0,34.73,,35.5,25.29,,,1.0,1.0
2026-08-03,6206.TW,飛捷,133.5,黃金交叉、週即將黃金交叉、MACD翻正,87.0,A強勢追蹤,1.72,>MA5,空頭,53.6,47.3,50.5,50.7,0.5044,-,-,done,signal_tracking_20260806.csv,10.0,8.24,18.35,10.11,18.35,-1.12,19.1,-1.12,1.0,4.87,,19.1,-1.12,,,1.0,1.0
2026-08-03,6274.TWO,台燿,1220.0,漲幅達標、跳空、黃金交叉、趨勢突破,55.0,C觀察,-5.27,>MA5,空頭,36.4,29.1,30.7,42.9,-15.0226,趨勢突破,0.2,done,signal_tracking_20260806.csv,10.0,25.41,19.67,31.15,26.23,2.05,41.8,2.05,1.0,9.84,,41.8,2.05,,,1.0,1.0
2026-08-03,6285.TW,啟碁,239.0,漲幅達標、黃金交叉、週即將黃金交叉,55.0,C觀察,-2.26,>MA5,空頭,41.3,37.8,29.2,31.2,-1.8303,-,-,done,signal_tracking_20260806.csv,10.0,3.35,7.11,1.67,10.46,-3.56,10.46,-3.56,1.0,5.65,,10.46,-3.56,,,1.0,1.0
2026-08-03,6533.TW,晶心科,231.5,MACD翻正,65.0,B可追蹤,4.85,>MA5,糾結,51.5,38.7,50.5,36.4,0.4668,-,-,done,signal_tracking_20260806.csv,10.0,0.65,7.99,5.18,12.74,-3.89,12.74,-3.89,1.0,-2.59,,12.74,-3.89,,,1.0,1.0
2026-08-03,6669.TW,緯穎,5925.0,漲幅達標、跳空、黃金交叉,87.0,A強勢追蹤,4.37,>MA5,糾結,67.6,61.2,75.3,64.1,45.813,-,-,done,signal_tracking_20260806.csv,10.0,5.74,1.43,11.73,8.02,-2.11,13.76,-2.11,0.0,4.73,,13.76,-2.11,,,1.0,0.0
2026-08-03,6919.TW,康霈*,109.5,趨勢突破,63.0,C觀察,3.41,>MA5,糾結,55.9,38.0,52.0,44.6,-0.0043,趨勢突破,1.42,done,signal_tracking_20260806.csv,10.0,-1.83,1.37,-6.39,2.28,-5.94,3.2,-6.85,0.0,-1.37,,3.2,-6.85,,,1.0,0.0
2026-08-03,8086.TWO,宏捷科,115.5,黃金交叉、趨勢突破,65.0,B可追蹤,-5.12,>MA5,空頭,36.2,30.7,16.7,19.7,-0.4098,趨勢突破,0.82,done,signal_tracking_20260806.csv,10.0,6.93,2.16,4.33,12.12,-3.46,12.12,-3.46,1.0,6.06,,12.12,-3.46,,,1.0,1.0
2026-08-03,8114.TW,振樺電,215.0,漲幅達標、週黃金交叉、MACD翻正,60.0,C觀察,1.07,>MA5,糾結,36.7,42.9,36.0,32.6,0.2654,-,-,done,signal_tracking_20260806.csv,10.0,4.88,3.95,-5.35,10.0,-1.4,10.0,-6.05,1.0,4.19,,10.0,-6.05,,,1.0,1.0
2026-08-03,8422.TW,可寧衛*,26.8,漲幅達標、黃金交叉、MACD翻正、趨勢突破,71.0,B可追蹤,-0.36,>MA5,空頭,48.2,32.7,24.4,27.6,0.0014,趨勢突破,1.26,done,signal_tracking_20260806.csv,10.0,-2.43,-0.0,-1.31,0.19,-3.92,1.49,-3.92,0.0,-2.05,,1.49,-3.92,,,0.0,0.0
2026-08-06,1319.TW,東陽,76.5,雙跳空、單跳空,64.0,C觀察,1.57,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,3.01,3.53,,3.92,-0.92,12.42,-0.92,0.0,0.26,,12.42,-0.92,買,4239.3,1.0,0.0
2026-08-06,1476.TW,儒鴻,355.0,周1K,58.0,C觀察,1.84,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-6.48,-8.03,,2.25,-9.58,2.25,-11.13,0.0,-2.25,,2.25,-11.13,買,1462.0,0.0,0.0
2026-08-06,1504.TW,東元,66.1,單跳空、廣義上升三法,60.0,C觀察,1.65,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,1.97,6.51,,8.02,-0.45,11.65,-0.45,1.0,-0.15,,11.65,-0.45,買,3164.4,1.0,1.0
2026-08-06,1513.TW,中興電,159.5,單跳空、周1K,60.0,C觀察,0.76,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,0.63,7.21,,10.97,-1.57,10.97,-1.57,1.0,-1.25,,10.97,-1.57,買,1175.1,1.0,1.0
2026-08-06,1522.TW,堤維西,29.75,廣義上升三法,55.0,C觀察,2.01,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-5.04,-6.05,,-1.18,-7.56,-1.18,-7.56,0.0,-5.88,,-1.18,-7.56,買,1086.1,0.0,0.0
2026-08-06,1526.TW,日馳,19.15,廣義上升三法、漲停、漲幅達標、周1K,100.0,A強勢追蹤,6.51,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-0.78,-8.09,,1.57,-8.36,1.57,-11.23,0.0,-4.7,,1.57,-11.23,買,1773.2,0.0,0.0
2026-08-06,1590.TW,亞德客-KY,1510.0,周1K,61.0,C觀察,4.85,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,3.31,-2.65,,6.95,-3.64,6.95,-4.64,0.0,2.32,,6.95,-4.64,買,1270.1,0.0,0.0
2026-08-06,1595.TWO,川寶,62.5,三白兵、雙跳空、單跳空,81.0,A強勢追蹤,4.53,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,2.08,5.44,,13.28,-3.84,13.28,-3.84,1.0,-3.36,,13.28,-3.84,買,1422.0,1.0,1.0
2026-08-06,1597.TW,直得,143.0,廣義上升三法,64.0,C觀察,9.6,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,3.5,4.9,,9.44,-2.1,9.44,-2.1,1.0,-1.4,,9.44,-2.1,買,2878.9,1.0,1.0
2026-08-06,1605.TW,華新,34.85,單跳空、周1K,72.0,B可追蹤,4.13,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,9.9,12.77,,17.65,-2.44,17.65,-2.44,1.0,-0.86,,17.65,-2.44,買,38467.6,1.0,1.0
2026-08-06,1608.TW,華榮,33.4,三白兵、單跳空,68.0,B可追蹤,4.19,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,9.13,10.18,,17.37,3.29,17.37,3.29,1.0,4.64,,17.37,3.29,買,22414.6,1.0,1.0
2026-08-06,1617.TW,榮星,18.55,單跳空、島狀反轉、周1K,56.0,C觀察,-2.09,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,2.43,0.27,,4.85,-1.89,4.85,-1.89,0.0,-1.89,,4.85,-1.89,買,4157.0,1.0,0.0
2026-08-06,1709.TW,和益,27.65,周1K,63.0,C觀察,8.34,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-0.9,10.85,,11.39,-5.24,20.61,-5.24,0.0,0.54,,20.61,-5.24,買,7607.2,1.0,0.0
2026-08-06,1711.TW,永光,35.5,廣義上升三法、單跳空,56.0,C觀察,1.62,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,6.62,11.83,,13.52,-2.82,13.52,-2.82,1.0,-2.54,,13.52,-2.82,買,1970.6,1.0,1.0
2026-08-06,1714.TW,和桐,16.2,雙跳空、漲停、漲幅達標、單跳空、周1K,100.0,A強勢追蹤,5.07,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,2.78,3.09,,8.33,-4.32,8.33,-4.32,1.0,-2.78,,8.33,-4.32,買,19106.2,1.0,1.0
2026-08-06,1717.TW,長興,66.5,單跳空、廣義上升三法,72.0,B可追蹤,2.11,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,8.12,17.59,,20.0,-0.75,20.0,-0.75,1.0,-0.45,,20.0,-0.75,買,10614.9,1.0,1.0
2026-08-06,1785.TWO,光洋科,115.0,廣義上升三法,60.0,C觀察,2.56,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-6.96,-5.22,,3.91,-10.43,3.91,-10.43,0.0,-0.43,,3.91,-10.43,買,6412.4,0.0,0.0
2026-08-06,1809.TW,中釉,39.35,三白兵、單跳空、島狀反轉、周1K,83.0,A強勢追蹤,1.57,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,6.61,2.54,,11.69,-5.46,11.69,-5.46,0.0,-5.21,,11.69,-5.46,買,5375.5,1.0,0.0
2026-08-06,1815.TWO,富喬,83.9,三白兵、雙跳空、單跳空,93.0,A強勢追蹤,5.66,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,5.72,7.15,,11.92,0.12,15.02,0.12,1.0,2.38,,15.02,0.12,買,35267.0,1.0,1.0
2026-08-06,1904.TW,正隆,22.3,3K反轉、周1K,75.0,A強勢追蹤,0.08,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,9.87,10.54,,15.92,-0.45,15.92,-0.45,1.0,2.24,,15.92,-0.45,買,3694.4,1.0,1.0
2026-08-06,1907.TW,永豐餘,29.75,廣義上升三法,58.0,C觀察,1.92,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,1.68,0.5,,5.21,-0.17,5.21,-5.04,0.0,3.7,,5.21,-5.04,買,1504.1,1.0,0.0
2026-08-06,2006.TW,東和鋼鐵,86.2,廣義上升三法、漲停、漲幅達標、周1K,100.0,A強勢追蹤,8.31,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-0.81,-0.93,,3.48,-3.83,3.48,-7.19,0.0,2.67,,3.48,-7.19,買,11076.0,0.0,0.0
2026-08-06,2009.TW,第一銅,39.15,雙跳空、單跳空,71.0,B可追蹤,3.67,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,2.3,1.4,,7.15,0.26,7.15,-1.15,0.0,1.92,,7.15,-1.15,買,6151.4,1.0,0.0
2026-08-06,2010.TW,春源,21.45,KD高腳、下降趨勢線突破(中長期),56.0,C觀察,0.82,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,7.23,5.83,,9.09,3.03,9.09,3.03,1.0,6.99,,9.09,3.03,買,1279.4,1.0,1.0
2026-08-06,2027.TW,大成鋼,44.35,廣義上升三法、KD高腳,87.0,A強勢追蹤,2.17,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,4.74,13.64,,16.12,3.49,16.12,3.49,1.0,5.07,,16.12,3.49,買,14191.5,1.0,1.0
2026-08-06,2030.TW,彰源,17.95,單跳空、周1K,65.0,B可追蹤,1.45,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,17.83,21.17,,22.01,0.28,22.01,0.28,1.0,3.62,,22.01,0.28,買,1307.6,1.0,1.0
2026-08-06,2031.TW,新光鋼,40.95,3K反轉、KD高腳,55.0,C觀察,2.68,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,12.58,12.21,,16.0,3.79,16.0,3.79,1.0,9.89,,16.0,3.79,買,2499.6,1.0,1.0
2026-08-06,2032.TW,新鋼,16.85,布林縮窄突破、單跳空、島狀反轉、漲幅達標、周1K,100.0,A強勢追蹤,2.3,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,2.67,2.08,,7.42,-1.78,7.42,-1.78,1.0,0.59,,7.42,-1.78,買,1766.9,1.0,1.0
2026-08-06,2034.TW,允強,18.95,單跳空、廣義上升三法、島狀反轉,56.0,C觀察,-1.1,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,7.92,5.8,,8.71,0.79,8.71,0.79,1.0,6.07,,8.71,0.79,買,1499.6,1.0,1.0
2026-08-06,2049.TW,上銀,365.0,3K反轉、三白兵、漲停、漲幅達標、周1K,100.0,A強勢追蹤,6.99,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,0.82,4.38,,10.82,-1.37,10.82,-1.37,1.0,6.03,,10.82,-1.37,買,7751.1,1.0,1.0
2026-08-06,2069.TW,運錩,19.4,3K反轉、布林縮窄突破、廣義上升三法,99.0,A強勢追蹤,3.09,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,3.35,4.12,,6.19,0.26,6.19,0.26,1.0,1.03,,6.19,0.26,買,1120.5,1.0,1.0
2026-08-06,2233.TW,宇隆,224.0,三白兵、單跳空、漲停、漲幅達標,64.0,C觀察,2.51,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-10.27,-9.15,,-5.36,-11.16,-5.36,-12.95,0.0,-10.27,,-5.36,-12.95,買,1795.0,0.0,0.0
2026-08-06,2301.TW,光寶科,249.0,三白兵、雙跳空、單跳空、周1K,100.0,A強勢追蹤,11.28,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,7.83,8.23,,12.85,-2.01,15.06,-2.01,1.0,-0.8,,15.06,-2.01,買,90355.7,1.0,1.0
2026-08-06,2302.TW,麗正,43.05,廣義上升三法、周1K,69.0,B可追蹤,4.82,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,6.97,4.99,,10.69,-1.28,10.69,-3.72,1.0,-0.35,,10.69,-3.72,買,2538.5,1.0,1.0
2026-08-06,2312.TW,金寶,32.2,廣義上升三法、周1K,76.0,A強勢追蹤,2.62,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,2.02,2.95,,7.14,-2.8,7.14,-2.8,1.0,-2.8,,7.14,-2.8,買,9714.7,1.0,1.0
2026-08-06,2313.TW,華通,218.0,三白兵、雙跳空、單跳空、漲停、漲幅達標,86.0,A強勢追蹤,6.96,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,-2.98,-2.75,,3.21,-5.96,3.21,-5.96,0.0,-4.36,,3.21,-5.96,買,29232.4,0.0,0.0
2026-08-06,2316.TW,楠梓電,163.5,單跳空、周1K,61.0,C觀察,1.87,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,5.2,0.31,,9.48,-3.36,9.48,-3.36,0.0,-2.45,,9.48,-3.36,買,1476.3,1.0,0.0
2026-08-06,2317.TW,鴻海,258.5,單跳空、周1K,86.0,A強勢追蹤,3.69,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260807.csv,7.0,1.74,1.35,,6.19,-0.19,6.19,-1.35,0.0,0.58,,6.19,-1.35,買,72633.8,1.0,0.0
