scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status
2026-09-03,1104.TW,環泥,27.8,3K反轉、廣義上升三法、下降趨勢線突破,買,91,A強勢追蹤,1.92,>MA5,多頭,1898.6,tracking
2026-09-03,1563.TW,巧新,66.0,廣義上升三法,買,73,B可追蹤,5.74,>MA5,多頭,3214.6,tracking
2026-09-03,1904.TW,正隆,25.1,3K反轉、Buy01,買,61,C觀察,2.21,>MA5,糾結,2544.5,tracking
2026-09-03,2030.TW,彰源,23.4,3K反轉,買,69,B可追蹤,6.07,>MA5,糾結,2656.6,tracking
2026-09-03,2201.TW,裕隆,31.4,周1K,買,64,C觀察,4.61,>MA5,多頭,8025.2,tracking
2026-09-03,2438.TW,翔耀,22.05,廣義上升三法、布林縮窄突破、雙跳空、雙漲停、漲停、漲幅達標、單跳空,買,100,A強勢追蹤,9.42,>MA5,多頭,1014.5,tracking
2026-09-03,2454.TW,聯發科,4340.0,周1K,買,65,B可追蹤,4.88,>MA5,多頭,9299.8,tracking
2026-09-03,2455.TW,全新,525.0,周1K,買,68,B可追蹤,11.62,>MA5,多頭,21413.2,tracking
2026-09-03,2464.TW,盟立,222.0,漲停、漲幅達標、單跳空、周1K,買,100,A強勢追蹤,5.91,>MA5,多頭,16806.3,tracking
2026-09-03,2481.TW,強茂,156.0,廣義上升三法、Buy01,買,65,B可追蹤,3.7,>MA5,多頭,66409.0,tracking
2026-09-03,2498.TW,宏達電,41.6,布林縮窄突破,買,61,C觀察,1.04,>MA5,多頭,12689.9,tracking
2026-09-03,2520.TW,冠德,36.9,3K反轉、廣義上升三法、Buy01、KD高腳,買,100,A強勢追蹤,2.32,>MA5,多頭,1841.5,tracking
2026-09-03,2603.TW,長榮,239.0,廣義上升三法、Buy01,買,64,C觀察,3.98,>MA5,糾結,9218.6,tracking
2026-09-03,2605.TW,新興,35.5,3K反轉、Buy01、單跳空,買,80,A強勢追蹤,2.91,>MA5,糾結,16495.4,tracking
2026-09-03,2606.TW,裕民,78.2,KD高腳、單跳空、下降趨勢線突破,買,100,A強勢追蹤,5.04,>MA5,多頭,13278.9,tracking
2026-09-03,2615.TW,萬海,115.5,巧妙點,買,64,C觀察,7.41,>MA5,糾結,19698.0,tracking
2026-09-03,2617.TW,台航,32.3,KD高腳、單跳空,買,74,B可追蹤,2.79,>MA5,糾結,5110.2,tracking
2026-09-03,2637.TW,慧洋-KY,99.8,3K反轉、單跳空,買,68,B可追蹤,4.34,>MA5,糾結,7529.4,tracking
2026-09-03,2801.TW,彰銀,26.6,廣義上升三法、布林縮窄突破、周1K,買,100,A強勢追蹤,4.39,>MA5,多頭,46665.3,tracking
2026-09-03,2812.TW,台中銀,19.45,周1K,買,57,C觀察,1.65,>MA5,多頭,26314.2,tracking
2026-09-03,2820.TW,華票,17.05,布林縮窄突破,買,66,B可追蹤,1.45,>MA5,多頭,6656.1,tracking
2026-09-03,2834.TW,臺企銀,17.1,周1K,買,57,C觀察,1.59,>MA5,多頭,100934.5,tracking
2026-09-03,2836.TW,高雄銀,12.25,布林縮窄突破,買,61,C觀察,1.17,>MA5,多頭,3505.0,tracking
2026-09-03,2838.TW,聯邦銀,20.65,廣義上升三法,買,58,C觀察,0.44,>MA5,多頭,2887.1,tracking
2026-09-03,2845.TW,遠東銀,13.65,Buy01、KD高腳、下降趨勢線突破,買,72,B可追蹤,1.06,>MA5,糾結,42490.0,tracking
2026-09-03,2851.TW,中再保,47.3,廣義上升三法、KD高腳,買,96,A強勢追蹤,7.06,>MA5,多頭,3792.1,tracking
2026-09-03,2855.TW,統一證,50.6,廣義上升三法、布林縮窄突破、下降趨勢線突破,買,100,A強勢追蹤,3.54,>MA5,多頭,6824.5,tracking
2026-09-03,2880.TW,華南金,43.45,廣義上升三法,買,64,C觀察,2.05,>MA5,糾結,16223.3,tracking
2026-09-03,2881.TW,富邦金,147.0,3K反轉、廣義上升三法,買,90,A強勢追蹤,3.98,>MA5,多頭,18699.5,tracking
2026-09-03,2883.TW,凱基金,35.9,廣義上升三法、周1K,買,92,A強勢追蹤,5.71,>MA5,多頭,60474.6,tracking
2026-09-03,2884.TW,玉山金,43.2,廣義上升三法、布林縮窄突破、周1K,買,100,A強勢追蹤,5.15,>MA5,多頭,96542.7,tracking
2026-09-03,2885.TW,元大金,68.5,廣義上升三法、Buy01,買,64,C觀察,2.3,>MA5,糾結,35774.0,tracking
2026-09-03,2886.TW,兆豐金,50.4,廣義上升三法、Buy01、周1K,買,86,A強勢追蹤,2.05,>MA5,糾結,37779.2,tracking
2026-09-03,2887.TW,台新新光金,41.45,雙跳空、單跳空、周1K,買,98,A強勢追蹤,6.05,>MA5,多頭,78210.1,tracking
2026-09-03,2889.TW,國票金,16.45,布林縮窄突破、Buy01、KD高腳,買,96,A強勢追蹤,1.78,>MA5,多頭,44284.3,tracking
2026-09-03,2890.TW,永豐金,42.6,廣義上升三法、周1K,買,84,A強勢追蹤,3.65,>MA5,多頭,25952.1,tracking
2026-09-03,2891.TW,中信金,67.5,廣義上升三法、周1K,買,74,B可追蹤,2.1,>MA5,糾結,37220.4,tracking
2026-09-03,2892.TW,第一金,36.85,廣義上升三法、周1K,買,84,A強勢追蹤,2.99,>MA5,多頭,38550.0,tracking
2026-09-03,2897.TW,王道銀行,10.9,廣義上升三法、布林縮窄突破、Buy01、周1K,買,100,A強勢追蹤,2.62,>MA5,多頭,16171.7,tracking
2026-09-03,2905.TW,三商,18.2,廣義上升三法、Buy01、周1K,買,92,A強勢追蹤,3.32,>MA5,多頭,2919.5,tracking
2026-09-03,3045.TW,台灣大,118.0,廣義上升三法、Buy01,買,67,B可追蹤,1.79,>MA5,多頭,13126.5,tracking
2026-09-03,3094.TW,聯傑,42.3,廣義上升三法、周1K,買,88,A強勢追蹤,5.94,>MA5,多頭,9303.7,tracking
2026-09-03,3443.TW,創意,5800.0,巧妙點,買,55,C觀察,5.28,MA10~20,多頭,1598.1,tracking
2026-09-03,3518.TW,柏騰,31.85,周1K,買,68,B可追蹤,7.75,>MA5,多頭,3548.6,tracking
2026-09-03,4306.TW,炎洲,15.25,3K反轉、Buy01、KD高腳,買,84,A強勢追蹤,1.31,>MA5,糾結,1715.0,tracking
2026-09-03,5607.TW,遠雄港,57.2,KD高腳,買,71,B可追蹤,5.22,>MA5,糾結,2404.7,tracking
2026-09-03,5608.TW,四維航,17.45,3K反轉、巧妙點、單跳空,買,94,A強勢追蹤,6.62,>MA5,糾結,13196.9,tracking
2026-09-03,5876.TW,上海商銀,45.95,廣義上升三法、Buy01、周1K,買,96,A強勢追蹤,2.53,>MA5,多頭,13150.9,tracking
2026-09-03,5880.TW,合庫金,26.7,廣義上升三法、Buy01、周1K,買,89,A強勢追蹤,1.88,>MA5,多頭,32469.1,tracking
2026-09-03,6177.TW,達麗,48.75,3K反轉、Buy01、KD高腳、下降趨勢線突破,買,75,A強勢追蹤,0.76,>MA5,空頭,2828.8,tracking
2026-09-03,6272.TW,驊陞,28.95,單跳空、下降趨勢線突破,買,66,B可追蹤,7.24,>MA5,多頭,2673.8,tracking
2026-09-03,7711.TW,永擎,575.0,三白兵、周1K,買,69,B可追蹤,14.04,>MA5,多頭,1684.0,tracking
2026-09-03,8103.TW,瀚荃,121.0,巧妙點,買,69,B可追蹤,9.17,>MA5,多頭,3918.1,tracking
2026-09-03,2221.TWO,大甲,91.5,廣義上升三法、KD高腳、漲停、漲幅達標、周1K,買,100,A強勢追蹤,19.96,>MA5,多頭,4852.8,tracking
2026-09-03,3141.TWO,晶宏,100.0,廣義上升三法、三白兵、周1K,買,100,A強勢追蹤,11.75,>MA5,多頭,21350.4,tracking
2026-09-03,3324.TWO,雙鴻,1350.0,周1K,買,64,C觀察,11.01,>MA5,多頭,2219.6,tracking
2026-09-03,3363.TWO,上詮,774.0,上升趨勢線跌破,買,58,C觀察,7.26,>MA5,多頭,9049.7,tracking
2026-09-03,3564.TWO,其陽,52.9,島狀反轉、漲停、漲幅達標、單跳空、周1K,買,100,A強勢追蹤,6.25,>MA5,糾結,1768.5,tracking
