scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status
2026-08-27,1102.TW,亞泥,35.2,3K反轉、廣義上升三法,買,85,A強勢追蹤,2.28,>MA5,多頭,9546.2,tracking
2026-08-27,1229.TW,聯華,42.15,3K反轉、廣義上升三法,買,74,B可追蹤,0.88,>MA5,多頭,1679.7,tracking
2026-08-27,1301.TW,台塑,60.1,3K反轉、Buy01、KD高腳、下降趨勢線突破,買,96,A強勢追蹤,2.54,>MA5,糾結,35648.6,tracking
2026-08-27,1303.TW,南亞,207.0,KD高腳、漲停、漲幅達標,買,99,A強勢追蹤,10.37,>MA5,糾結,107407.0,tracking
2026-08-27,1304.TW,台聚,12.3,廣義上升三法、KD高腳、單跳空、下降趨勢線突破,買,100,A強勢追蹤,2.59,>MA5,多頭,4031.9,tracking
2026-08-27,1305.TW,華夏,12.4,KD高腳,買,73,B可追蹤,3.86,>MA5,多頭,2928.6,tracking
2026-08-27,1312.TW,國喬,13.0,3K反轉、漲停、漲幅達標、單跳空、下降趨勢線突破、周1K,買,100,A強勢追蹤,5.48,>MA5,多頭,7416.8,tracking
2026-08-27,1313.TW,聯成,12.15,廣義上升三法、Buy01,買,74,B可追蹤,4.65,>MA5,多頭,5245.5,tracking
2026-08-27,1314.TW,中石化,8.16,KD高腳、下降趨勢線突破,買,77,A強勢追蹤,2.97,>MA5,多頭,35642.8,tracking
2026-08-27,1326.TW,台化,63.2,布林縮窄突破,買,69,B可追蹤,4.0,>MA5,多頭,38063.6,tracking
2026-08-27,1409.TW,新纖,25.0,廣義上升三法、KD高腳,買,95,A強勢追蹤,5.02,>MA5,多頭,14320.5,tracking
2026-08-27,1434.TW,福懋,17.9,3K反轉、廣義上升三法、Buy01,買,86,A強勢追蹤,0.81,>MA5,多頭,2537.9,tracking
2026-08-27,1440.TW,南紡,13.85,廣義上升三法,買,65,B可追蹤,3.16,>MA5,多頭,1584.6,tracking
2026-08-27,1503.TW,士電,212.5,布林縮窄突破、KD高腳、下降趨勢線突破,買,98,A強勢追蹤,4.16,>MA5,多頭,4543.8,tracking
2026-08-27,1504.TW,東元,73.4,廣義上升三法,買,74,B可追蹤,4.09,>MA5,多頭,16036.5,tracking
2026-08-27,1514.TW,亞力,105.0,廣義上升三法、布林縮窄突破,買,88,A強勢追蹤,3.55,>MA5,多頭,3325.9,tracking
2026-08-27,1519.TW,華城,770.0,3K反轉、廣義上升三法、KD高腳、漲幅達標,買,100,A強勢追蹤,4.28,>MA5,多頭,5999.7,tracking
2026-08-27,1563.TW,巧新,66.0,廣義上升三法,買,73,B可追蹤,5.74,>MA5,多頭,3214.6,tracking
2026-08-27,1582.TW,信錦,75.9,廣義上升三法、島狀反轉、單跳空,買,98,A強勢追蹤,4.67,>MA5,多頭,1310.8,tracking
2026-08-27,1597.TW,直得,147.5,KD高腳、漲停、漲幅達標、單跳空、下降趨勢線突破,買,85,A強勢追蹤,10.18,>MA5,空頭,1734.1,tracking
2026-08-27,1608.TW,華榮,38.2,周1K,買,77,A強勢追蹤,9.26,>MA5,多頭,11256.6,tracking
2026-08-27,1609.TW,大亞,38.0,KD高腳、下降趨勢線突破,買,62,C觀察,3.59,>MA5,糾結,3083.8,tracking
2026-08-27,1612.TW,宏泰,35.5,KD高腳、單跳空,買,80,A強勢追蹤,4.32,>MA5,多頭,1844.6,tracking
2026-08-27,1618.TW,合機,40.65,3K反轉、廣義上升三法、島狀反轉、KD高腳、單跳空,買,100,A強勢追蹤,3.08,>MA5,多頭,1392.3,tracking
2026-08-27,1708.TW,東鹼,50.7,廣義上升三法,買,63,C觀察,1.89,>MA5,多頭,2263.4,tracking
2026-08-27,1717.TW,長興,75.8,廣義上升三法、KD高腳,買,91,A強勢追蹤,8.54,>MA5,多頭,33867.0,tracking
2026-08-27,1727.TW,中華化,96.9,廣義上升三法、周1K,買,88,A強勢追蹤,10.74,>MA5,多頭,8141.8,tracking
2026-08-27,1809.TW,中釉,40.1,KD高腳、下降趨勢線突破,買,62,C觀察,6.53,>MA5,糾結,2960.7,tracking
2026-08-27,1904.TW,正隆,25.45,廣義上升三法,買,60,C觀察,3.71,MA5~10,多頭,2327.7,tracking
2026-08-27,2002.TW,中鋼,19.35,3K反轉、廣義上升三法、Buy01、KD高腳,買,100,A強勢追蹤,0.88,>MA5,糾結,25294.1,tracking
2026-08-27,2017.TW,官田鋼,9.45,3K反轉、Buy01、單跳空、下降趨勢線突破,買,100,A強勢追蹤,2.4,>MA5,多頭,7038.7,tracking
2026-08-27,2049.TW,上銀,359.5,單跳空,買,60,C觀察,5.11,>MA5,糾結,3363.0,tracking
2026-08-27,2069.TW,運錩,21.85,周1K,買,68,B可追蹤,5.88,>MA5,多頭,1146.1,tracking
2026-08-27,2103.TW,台橡,28.2,廣義上升三法,買,73,B可追蹤,7.44,>MA5,多頭,2989.1,tracking
2026-08-27,2301.TW,光寶科,301.0,周1K,買,68,B可追蹤,12.83,>MA5,多頭,25659.9,tracking
2026-08-27,2302.TW,麗正,44.9,3K反轉、Buy01、KD高腳、漲幅達標、下降趨勢線突破,買,100,A強勢追蹤,6.12,>MA5,糾結,6077.7,tracking
2026-08-27,2313.TW,華通,244.0,廣義上升三法、漲停、漲幅達標、單跳空、下降趨勢線突破,買,100,A強勢追蹤,13.26,>MA5,多頭,61853.4,tracking
2026-08-27,2328.TW,廣宇,46.7,KD高腳,買,77,A強勢追蹤,4.44,>MA5,多頭,4013.3,tracking
2026-08-27,2337.TW,旺宏,127.5,島狀反轉、KD高腳、單跳空,買,99,A強勢追蹤,8.95,>MA5,糾結,42696.5,tracking
2026-08-27,2344.TW,華邦電,186.0,廣義上升三法、單跳空、下降趨勢線突破,買,97,A強勢追蹤,11.66,>MA5,多頭,139471.2,tracking
2026-08-27,2349.TW,錸德,11.2,KD高腳,買,58,C觀察,2.22,>MA5,糾結,1654.1,tracking
2026-08-27,2351.TW,順德,219.0,廣義上升三法、雙跳空、漲停、漲幅達標、單跳空、周1K,買,100,A強勢追蹤,15.12,>MA5,多頭,5733.0,tracking
2026-08-27,2353.TW,宏碁,31.2,KD高腳,買,62,C觀察,2.45,>MA5,糾結,8331.6,tracking
2026-08-27,2354.TW,鴻準,64.4,廣義上升三法、周1K,買,92,A強勢追蹤,5.53,>MA5,多頭,34076.5,tracking
2026-08-27,2355.TW,敬鵬,42.65,KD高腳、下降趨勢線突破,買,58,C觀察,4.05,>MA5,糾結,2059.9,tracking
2026-08-27,2356.TW,英業達,66.8,3K反轉、下降趨勢線突破,買,56,C觀察,2.68,>MA5,糾結,12955.7,tracking
2026-08-27,2357.TW,華碩,968.0,廣義上升三法,買,73,B可追蹤,7.01,>MA5,多頭,1734.3,tracking
2026-08-27,2362.TW,藍天,49.2,3K反轉、Buy01、下降趨勢線突破,買,74,B可追蹤,4.3,>MA5,多頭,1145.7,tracking
2026-08-27,2364.TW,倫飛,76.8,3K反轉、Buy01、下降趨勢線突破,買,62,C觀察,1.47,>MA5,糾結,1249.0,tracking
2026-08-27,2367.TW,燿華,44.8,KD高腳,買,70,B可追蹤,6.23,>MA5,糾結,6858.8,tracking
2026-08-27,2368.TW,金像電,1030.0,KD高腳,買,66,B可追蹤,8.32,>MA5,糾結,6077.7,tracking
2026-08-27,2371.TW,大同,29.2,3K反轉、廣義上升三法、單跳空、下降趨勢線突破,買,100,A強勢追蹤,5.67,>MA5,多頭,36246.3,tracking
2026-08-27,2374.TW,佳能,70.1,KD高腳、下降趨勢線突破,買,62,C觀察,3.4,>MA5,糾結,5052.0,tracking
2026-08-27,2375.TW,凱美,130.5,KD高腳,買,66,B可追蹤,5.57,>MA5,糾結,6777.9,tracking
2026-08-27,2382.TW,廣達,333.5,KD高腳,買,62,C觀察,4.09,>MA5,糾結,11272.4,tracking
2026-08-27,2385.TW,群光,107.0,KD高腳,買,61,C觀察,1.25,>MA5,多頭,1754.4,tracking
2026-08-27,2392.TW,正崴,46.65,廣義上升三法、周1K,買,88,A強勢追蹤,10.41,>MA5,多頭,8840.8,tracking
2026-08-27,2402.TW,毅嘉,56.7,廣義上升三法,買,60,C觀察,4.75,>MA5,糾結,1569.0,tracking
2026-08-27,2408.TW,南亞科,541.0,KD高腳、單跳空、下降趨勢線突破,買,100,A強勢追蹤,12.36,>MA5,多頭,85993.7,tracking
2026-08-27,2421.TW,建準,159.5,廣義上升三法、單跳空、下降趨勢線突破、周1K,買,100,A強勢追蹤,8.57,>MA5,多頭,13334.3,tracking
2026-08-27,2426.TW,鼎元,96.6,周1K,買,68,B可追蹤,21.87,>MA5,多頭,96573.8,tracking
2026-08-27,2436.TW,偉詮電,67.4,KD高腳,買,71,B可追蹤,7.88,>MA5,糾結,14549.4,tracking
2026-08-27,2441.TW,超豐,118.0,KD高腳,買,58,C觀察,4.89,>MA5,糾結,4474.3,tracking
2026-08-27,2455.TW,全新,433.0,巧妙點,買,74,B可追蹤,12.16,>MA5,多頭,4756.2,tracking
2026-08-27,2464.TW,盟立,211.0,廣義上升三法、漲停、漲幅達標、單跳空、周1K,買,100,A強勢追蹤,16.26,>MA5,多頭,13218.2,tracking
2026-08-27,2465.TW,麗臺,95.4,廣義上升三法、KD高腳,買,96,A強勢追蹤,10.61,>MA5,多頭,4757.5,tracking
2026-08-27,2466.TW,冠西電,105.5,廣義上升三法,買,61,C觀察,4.67,>MA5,多頭,2133.0,tracking
2026-08-27,2467.TW,志聖,585.0,KD高腳,買,67,B可追蹤,6.77,>MA5,糾結,1559.0,tracking
2026-08-27,2474.TW,可成,207.5,廣義上升三法,買,65,B可追蹤,3.45,>MA5,多頭,2581.5,tracking
2026-08-27,2478.TW,大毅,125.0,KD高腳,買,63,C觀察,4.4,>MA5,糾結,5890.6,tracking
2026-08-27,2485.TW,兆赫,43.05,KD高腳,買,66,B可追蹤,5.61,>MA5,糾結,4109.2,tracking
2026-08-27,2486.TW,一詮,259.0,巧妙點,買,69,B可追蹤,9.96,>MA5,多頭,4337.7,tracking
2026-08-27,2489.TW,瑞軒,41.5,廣義上升三法、雙跳空、單跳空,買,99,A強勢追蹤,17.31,>MA5,多頭,127754.5,tracking
2026-08-27,2491.TW,吉祥全,46.65,雙漲停、漲停、漲幅達標、單跳空、三白兵、周1K,買,100,A強勢追蹤,19.45,>MA5,多頭,5839.4,tracking
2026-08-27,2492.TW,華新科,285.0,KD高腳,買,66,B可追蹤,9.58,>MA5,糾結,32204.3,tracking
2026-08-27,2606.TW,裕民,74.3,廣義上升三法,買,82,A強勢追蹤,5.33,>MA5,多頭,11118.5,tracking
2026-08-27,2612.TW,中航,62.0,廣義上升三法,買,73,B可追蹤,5.62,>MA5,多頭,2348.2,tracking
2026-08-27,2615.TW,萬海,113.5,廣義上升三法、巧妙點,買,79,A強勢追蹤,6.68,MA5~10,多頭,45477.3,tracking
2026-08-27,2617.TW,台航,31.3,廣義上升三法,買,65,B可追蹤,2.45,MA5~10,多頭,1304.8,tracking
2026-08-27,2637.TW,慧洋-KY,94.6,廣義上升三法,買,65,B可追蹤,4.01,MA5~10,多頭,6907.3,tracking
2026-08-27,2801.TW,彰銀,24.7,3K反轉、廣義上升三法、KD高腳、下降趨勢線突破,買,100,A強勢追蹤,0.7,>MA5,多頭,30032.2,tracking
2026-08-27,2851.TW,中再保,46.0,廣義上升三法,買,77,A強勢追蹤,9.21,>MA5,多頭,6696.3,tracking
2026-08-27,2855.TW,統一證,47.4,廣義上升三法、單跳空、下降趨勢線突破,買,78,A強勢追蹤,3.85,>MA5,糾結,3267.1,tracking
2026-08-27,2889.TW,國票金,16.2,廣義上升三法、布林縮窄突破、Buy01、KD高腳,買,100,A強勢追蹤,1.41,>MA5,多頭,36152.5,tracking
2026-08-27,2897.TW,王道銀行,10.35,廣義上升三法、布林縮窄突破,買,76,A強勢追蹤,0.39,>MA5,多頭,6035.5,tracking
2026-08-27,3008.TW,大立光,6290.0,廣義上升三法、漲停、漲幅達標、單跳空、周1K,買,100,A強勢追蹤,13.35,>MA5,多頭,2001.7,tracking
2026-08-27,3019.TW,亞光,138.0,KD高腳、下降趨勢線突破,買,67,B可追蹤,3.4,>MA5,糾結,6101.7,tracking
2026-08-27,3024.TW,憶聲,14.65,廣義上升三法,買,73,B可追蹤,5.32,>MA5,多頭,1828.2,tracking
2026-08-27,3031.TW,佰鴻,25.15,廣義上升三法,買,78,A強勢追蹤,7.17,>MA5,多頭,1395.2,tracking
2026-08-27,3034.TW,聯詠,557.0,廣義上升三法、Buy01,買,69,B可追蹤,2.92,>MA5,多頭,4833.3,tracking
2026-08-27,3035.TW,智原,180.5,KD高腳、下降趨勢線突破,買,58,C觀察,2.54,>MA5,糾結,3542.4,tracking
2026-08-27,3037.TW,欣興,1180.0,KD高腳,買,81,A強勢追蹤,11.94,>MA5,多頭,23967.7,tracking
2026-08-27,3044.TW,健鼎,481.0,巧妙點,買,55,C觀察,7.4,>MA5,糾結,1940.3,tracking
2026-08-27,3045.TW,台灣大,115.5,廣義上升三法,買,62,C觀察,0.73,>MA5,多頭,9525.2,tracking
2026-08-27,3055.TW,蔚華科,124.5,周1K,買,60,C觀察,9.37,>MA5,多頭,4632.2,tracking
2026-08-27,3189.TW,景碩,881.0,3K反轉、KD高腳,買,82,A強勢追蹤,10.77,>MA5,糾結,23278.0,tracking
2026-08-27,3308.TW,聯德,22.95,布林縮窄突破、單跳空、周1K,買,100,A強勢追蹤,7.16,>MA5,多頭,1492.6,tracking
2026-08-27,3406.TW,玉晶光,759.0,漲停、漲幅達標、下降趨勢線突破、周1K,買,100,A強勢追蹤,13.48,>MA5,多頭,9354.5,tracking
2026-08-27,3450.TW,聯鈞,578.0,KD高腳,買,66,B可追蹤,13.28,>MA5,糾結,16713.3,tracking
2026-08-27,3504.TW,揚明光,94.1,廣義上升三法、漲停、漲幅達標、單跳空、周1K,買,100,A強勢追蹤,13.21,>MA5,多頭,10730.8,tracking
2026-08-27,3543.TW,州巧,49.6,雙漲停、KD高腳、漲停、漲幅達標、單跳空,買,100,A強勢追蹤,13.72,>MA5,多頭,4455.0,tracking
2026-08-27,3550.TW,聯穎,23.75,KD高腳,買,62,C觀察,5.72,>MA5,糾結,1840.7,tracking
2026-08-27,3712.TW,永崴投控,21.65,廣義上升三法、KD高腳、單跳空,買,100,A強勢追蹤,7.34,>MA5,糾結,2270.5,tracking
2026-08-27,3714.TW,富采,62.7,3K反轉、廣義上升三法、單跳空、下降趨勢線突破,買,100,A強勢追蹤,9.44,>MA5,多頭,27039.0,tracking
2026-08-27,4142.TW,國光生,18.0,3K反轉、廣義上升三法、KD高腳,買,100,A強勢追蹤,2.52,>MA5,多頭,2011.8,tracking
2026-08-27,4720.TW,德淵,19.45,廣義上升三法、雙跳空、KD高腳、單跳空,買,100,A強勢追蹤,4.14,>MA5,糾結,3394.2,tracking
2026-08-27,4739.TW,康普,88.8,KD高腳、下降趨勢線突破,買,66,B可追蹤,6.07,>MA5,糾結,2442.5,tracking
2026-08-27,4906.TW,正文,37.3,KD高腳、漲幅達標、單跳空、下降趨勢線突破,買,97,A強勢追蹤,6.83,>MA5,糾結,10273.8,tracking
2026-08-27,4912.TW,聯德控股-KY,98.2,3K反轉、KD高腳、漲停、漲幅達標、下降趨勢線突破,買,100,A強勢追蹤,6.08,>MA5,多頭,2416.9,tracking
2026-08-27,4927.TW,泰鼎-KY,40.45,廣義上升三法、島狀反轉、漲幅達標、單跳空,買,100,A強勢追蹤,14.04,>MA5,多頭,11936.3,tracking
2026-08-27,4949.TW,有成精密,76.2,KD高腳,買,77,A強勢追蹤,8.56,>MA5,多頭,1317.1,tracking
2026-08-27,4956.TW,光鋐,37.2,3K反轉、廣義上升三法、三白兵、下降趨勢線突破,買,100,A強勢追蹤,14.54,>MA5,多頭,9758.6,tracking
2026-08-27,4958.TW,臻鼎-KY,477.0,KD高腳、下降趨勢線突破,買,66,B可追蹤,6.05,>MA5,糾結,27252.5,tracking
2026-08-27,4967.TW,十銓,275.5,3K反轉、廣義上升三法,買,94,A強勢追蹤,6.78,>MA5,多頭,4764.1,tracking
2026-08-27,4976.TW,佳凌,39.6,3K反轉、布林縮窄突破、KD高腳,買,100,A強勢追蹤,2.39,>MA5,多頭,9665.5,tracking
2026-08-27,4977.TW,眾達-KY,171.5,單跳空,買,65,B可追蹤,12.38,>MA5,多頭,10542.6,tracking
2026-08-27,4989.TW,榮科,66.9,KD高腳、漲停、漲幅達標、單跳空、下降趨勢線突破,買,97,A強勢追蹤,5.99,>MA5,空頭,7774.6,tracking
2026-08-27,5243.TW,乙盛-KY,94.4,廣義上升三法,買,78,A強勢追蹤,7.4,>MA5,多頭,1265.1,tracking
2026-08-27,5285.TW,界霖,84.0,廣義上升三法,買,74,B可追蹤,7.4,>MA5,多頭,1906.0,tracking
2026-08-27,5471.TW,松翰,61.5,周1K,買,73,B可追蹤,7.14,>MA5,多頭,7579.5,tracking
2026-08-27,6116.TW,彩晶,14.4,KD高腳,買,68,B可追蹤,4.26,>MA5,多頭,34235.8,tracking
