scan_date,代碼,股票名稱,entry_price,訊號類型,訊號方向,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,成交量(張),status
2026-09-07,1303.TW,南亞,230.5,巧妙點、廣義下降三法、島狀反轉、單跳空,買/賣,66,B可追蹤,4.6,>MA5,多頭,75790.0,tracking
2026-09-07,1503.TW,士電,207.5,KD高腳,買,61,C觀察,1.98,>MA5,多頭,1509.2,tracking
2026-09-07,1563.TW,巧新,79.5,漲停、漲幅達標、單跳空,買,86,A強勢追蹤,13.89,>MA5,多頭,1524.2,tracking
2026-09-07,1721.TW,三晃,22.4,3K反轉、布林縮窄突破、KD高腳、漲停、漲幅達標、單跳空、下降趨勢線突破,買,100,A強勢追蹤,3.87,>MA5,多頭,1221.4,tracking
2026-09-07,1802.TW,台玻,60.7,3K反轉,買,71,B可追蹤,2.16,>MA5,多頭,21699.8,tracking
2026-09-07,2303.TW,聯電,143.0,廣義上升三法、島狀反轉、KD高腳、漲停、漲幅達標、單跳空、下降趨勢線突破、周1K,買,100,A強勢追蹤,5.32,>MA5,多頭,337280.4,tracking
2026-09-07,2305.TW,全友,33.4,漲幅達標、周1K,買,66,B可追蹤,5.34,>MA5,多頭,12462.5,tracking
2026-09-07,2330.TW,台積電,2460.0,廣義上升三法、Buy01、島狀反轉、KD高腳、單跳空、下降趨勢線突破,買,100,A強勢追蹤,1.13,>MA5,多頭,26592.3,tracking
2026-09-07,2360.TW,致茂,2230.0,3K反轉、廣義上升三法、漲停、漲幅達標,買,100,A強勢追蹤,5.24,>MA5,糾結,1744.2,tracking
2026-09-07,2409.TW,友達,28.7,3K反轉、廣義上升三法、布林縮窄突破、漲幅達標、下降趨勢線突破、周1K,買,100,A強勢追蹤,2.9,>MA5,多頭,522633.6,tracking
2026-09-07,2413.TW,環科,48.35,布林縮窄突破、單跳空,買,65,B可追蹤,4.03,>MA5,糾結,9642.9,tracking
2026-09-07,2436.TW,偉詮電,71.7,3K反轉、漲停、漲幅達標、單跳空、下降趨勢線突破、周1K,買,100,A強勢追蹤,3.18,>MA5,多頭,15531.9,tracking
2026-09-07,2449.TW,京元電子,273.0,廣義上升三法、KD高腳,買,88,A強勢追蹤,3.23,>MA5,多頭,26417.4,tracking
2026-09-07,2454.TW,聯發科,4760.0,漲幅達標、下降趨勢線突破、周1K,買,86,A強勢追蹤,8.41,>MA5,多頭,17099.8,tracking
2026-09-07,2465.TW,麗臺,102.5,3K反轉、廣義上升三法、KD高腳、周1K,買,100,A強勢追蹤,3.72,>MA5,多頭,6154.2,tracking
2026-09-07,2481.TW,強茂,158.0,Buy01,買,55,C觀察,3.96,>MA5,多頭,60658.9,tracking
2026-09-07,2492.TW,華新科,323.0,島狀反轉、漲幅達標、單跳空,買,84,A強勢追蹤,5.56,>MA5,多頭,47326.3,tracking
2026-09-07,2511.TW,太子,8.52,廣義上升三法、布林縮窄突破、Buy01,買,89,A強勢追蹤,0.94,>MA5,多頭,1278.6,tracking
2026-09-07,2605.TW,新興,36.35,廣義上升三法、Buy01,買,70,B可追蹤,2.58,>MA5,多頭,7654.4,tracking
2026-09-07,2617.TW,台航,32.9,廣義上升三法,買,74,B可追蹤,3.7,>MA5,多頭,3608.4,tracking
2026-09-07,2838.TW,聯邦銀,20.95,廣義上升三法,買,58,C觀察,1.49,>MA5,多頭,2363.7,tracking
2026-09-07,2855.TW,統一證,52.0,3K反轉、廣義上升三法,買,90,A強勢追蹤,3.58,>MA5,多頭,5696.9,tracking
2026-09-07,3006.TW,晶豪科,297.0,3K反轉、周1K,買,69,B可追蹤,1.84,>MA5,多頭,25692.1,tracking
2026-09-07,3021.TW,鴻名,25.45,廣義上升三法、布林縮窄突破,買,96,A強勢追蹤,9.56,>MA5,多頭,3011.5,tracking
2026-09-07,3026.TW,禾伸堂,771.0,雙漲停、KD高腳、漲停、漲幅達標、單跳空、下降趨勢線突破,買,100,A強勢追蹤,6.74,>MA5,多頭,3642.8,tracking
2026-09-07,3055.TW,蔚華科,134.5,廣義上升三法,買,70,B可追蹤,5.96,>MA5,多頭,3486.1,tracking
